"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4297334";"PIFLUFOLASTAT F18";"(18F)DCFPYL|18F-DCFPYL|DCFPYL F-18|PIFLUFOLASTAT (18F)|PIFLUFOLASTAT F-18|PIFLUFOLASTAT F18|PYLARIFY";"Small molecule";"4.0";"441.40";"";"";"0.19";"195.02";"6";"6";"1";"13";"N";"0.18";"2.99";"None";"-0.32";"-10.22";"1";"MOL";"0";"31";"12";"6";"2";"442.1500";"-0.59";"ACID";"C18H23FN4O8";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc([18F])nc1)C(=O)O)C(=O)O";"OLWVRJUNLXQDSP-MVBOSPHXSA-N"
"CHEMBL3137323";"ENCENICLINE HYDROCHLORIDE";"ENCENICLINE HYDROCHLORIDE|EVP-6124|EVP-6124 HYDROCHLORIDE";"Small molecule";"3.0";"357.31";"2";"4";"3.38";"32.34";"3";"1";"0";"2";"N";"0.92";"None";"7.28";"3.04";"2.79";"2";"MOL";"0";"21";"3";"1";"0";"320.0750";"-1.16";"NEUTRAL";"C16H18Cl2N2OS";"Cl.O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1";"OIJYTJGIDVTCFF-ZOWNYOTGSA-N"
"CHEMBL4650216";"DARIDOREXANT HYDROCHLORIDE";"ACT-541468A|DARIDOREXANT HYDROCHLORIDE|NEMOREXANT HYDROCHLORIDE|QUVIVIQ";"Small molecule";"4.0";"487.39";"";"";"4.27";"88.93";"6";"1";"0";"4";"N";"0.50";"11.80";"5.06";"3.04";"3.04";"4";"MOL";"0";"32";"8";"1";"0";"450.1571";"-0.86";"NEUTRAL";"C23H24Cl2N6O2";"COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1.Cl";"HJVGDXBEMFHGKI-BQAIUKQQSA-N"
"CHEMBL2326966";"SF-1126";"SF 1126|SF-1126|SF-1126 INNER SALT";"Small molecule";"2.0";"852.86";"2";"2";"-2.87";"341.70";"14";"9";"3";"22";"N";"0.02";"3.24";"11.51";"-7.89";"-7.25";"3";"MOL";"0";"61";"22";"10";"3";"852.3290";"0.11";"ZWITTERION";"C39H48N8O14";"N=C(N)NCCC[C@H](NC(=O)CCC(=O)OC[N+]1(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CCOCC1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)[O-]";"SVNJBEMPMKWDCO-KCHLEUMXSA-N"
"CHEMBL2105233";"PROXIBARBAL";"AXEEN|CENTRALGOL|HH-184|HYDROXYDIAL|IPRONAL|PROXIBARBAL";"Small molecule";"4.0";"226.23";"";"";"-0.31";"95.50";"4";"3";"0";"4";"N";"0.45";"7.18";"None";"-0.16";"-0.58";"0";"MOL";"0";"16";"6";"3";"0";"226.0954";"0.74";"NEUTRAL";"C10H14N2O4";"C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O";"VNLMRPAWAMPLNZ-UHFFFAOYSA-N"
"CHEMBL3545363";"GLECAPREVIR";"A-1282576|A-1282576.0|A-12825760|ABT-493|GLECAPREVIR";"Small molecule";"4.0";"838.88";"5";"18";"3.86";"195.22";"11";"3";"2";"6";"N";"0.28";"3.74";"None";"3.95";"3.01";"2";"MOL";"0";"58";"15";"3";"2";"838.2983";"0.40";"ACID";"C38H46F4N6O9S";"CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O";"MLSQGNCUYAMAHD-ITNVBOSISA-N"
"CHEMBL1363";"ARFORMOTEROL";"ARFORMOTEROL|FORMOTEROL R,R-FORM";"Small molecule";"4.0";"344.41";"8";"14";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C19H24N2O4";"COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1";"BPZSYCZIITTYBL-YJYMSZOUSA-N"
"CHEMBL1950553";"SONEDENOSON";"MRE-0094|MRE0094|SONEDENOSON|Sonedenoson";"Small molecule";"2.0";"421.84";"7";"10";"0.29";"148.77";"10";"4";"0";"6";"N";"0.44";"12.45";"4.21";"1.05";"1.05";"3";"MOL";"0";"29";"10";"5";"0";"421.1153";"0.47";"NEUTRAL";"C18H20ClN5O5";"Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"WUCQGGOGHZRELS-LSCFUAHRSA-N"
"CHEMBL579217";"FLORBENAZINE";"";"Small molecule";"2.0";"365.49";"3";"5";"3.76";"41.93";"4";"1";"0";"7";"N";"0.75";"None";"8.18";"2.93";"2.09";"1";"MOL";"0";"26";"4";"1";"0";"365.2366";"0.83";"NEUTRAL";"C21H32FNO3";"COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21";"GNKGXQHHUUEYQV-BHIYHBOVSA-N"
"CHEMBL4594440";"ZAMICASTAT";"ZAMICASTAT";"Small molecule";"2.0";"401.48";"";"";"4.33";"41.98";"4";"2";"0";"6";"N";"0.48";"10.35";"8.98";"3.85";"2.44";"3";"MOL";"0";"28";"4";"2";"0";"401.1373";"-0.91";"BASE";"C21H21F2N3OS";"Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2";"ZSSLCFLHEFXANG-GOSISDBHSA-N"
"CHEMBL2107817";"AVIBACTAM SODIUM";"AVIBACTAM SODIUM|AVIBACTAM SODIUM SALT|NXL 104|NXL-104|NXL104";"Small molecule";"4.0";"287.23";"11";"88";"-1.53";"130.24";"5";"2";"0";"3";"N";"0.60";"-1.98";"None";"-3.61";"-4.14";"0";"MOL";"0";"17";"9";"3";"0";"265.0369";"-0.25";"ACID";"C7H10N3NaO6S";"NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]";"RTCIKUMODPANKX-JBUOLDKXSA-M"
"CHEMBL649";"NADOLOL";"Corgard|NADOLOL|NSC-758430|SOLGOL|SQ 11725|SQ-11725";"Small molecule";"4.0";"309.41";"153";"634";"0.63";"81.95";"5";"4";"0";"5";"N";"0.64";"13.59";"9.76";"0.87";"-1.44";"1";"MOL";"0";"22";"5";"4";"0";"309.1940";"0.26";"BASE";"C17H27NO4";"CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2";"VWPOSFSPZNDTMJ-UCWKZMIHSA-N"
"CHEMBL1200869";"METRONIDAZOLE HYDROCHLORIDE";"FLAGYL I.V.|Flagyl|METRONIDAZOLE HCL|METRONIDAZOLE HYDROCHLORIDE|SC-32642";"Small molecule";"4.0";"207.62";"";"";"0.09";"81.19";"5";"1";"0";"3";"N";"0.52";"None";"3.03";"-0.46";"-0.46";"1";"MOL";"0";"12";"6";"1";"0";"171.0644";"-1.67";"NEUTRAL";"C6H10ClN3O3";"Cc1ncc([N+](=O)[O-])n1CCO.Cl";"FPTPAIQTXYFGJC-UHFFFAOYSA-N"
"CHEMBL1200688";"ERYTHROMYCIN ETHYLSUCCINATE";"ARPIMYCIN|E-MYCIN E|E-mycin|E.E.S. 200|E.E.S. 400|E.e.s.|ERYMIN|ERYTHRODEN|ERYTHROMYCIN ETHYL SUCCINATE|ERYTHROMYCIN ETHYLSUCCINATE|ERYTHROPED|ERYTHROPED A|ERYTHROPED FTE|ERYTHROPED FTE SF|ERYTHROPED PI|ERYTHROPED PI SF|ERYTHROPED SF|Eryped|NSC-756758|PEDIAMYCIN 400|PRIMACINE|Pediamycin|ROMMIX 125|STERILE ERYTHROMYCIN ETHYLSUCCINATE|WYAMYCIN E|Wyamycin";"Small molecule";"4.0";"862.06";"15";"1431";"2.68";"226.28";"17";"4";"2";"12";"N";"0.16";"12.68";"7.87";"3.37";"2.77";"0";"MOL";"0";"60";"17";"4";"2";"861.5086";"1.63";"NEUTRAL";"C43H75NO16";"CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C";"NSYZCCDSJNWWJL-YXOIYICCSA-N"
"CHEMBL1229908";"ETHAMIVAN";"CLAIRVAN|EMIVAN|ETAMIVAN|ETHAMIVAN|NSC-406087|Vandid";"Small molecule";"4.0";"223.27";"17";"35";"1.88";"49.77";"3";"1";"0";"4";"N";"0.85";"8.95";"None";"1.52";"1.51";"1";"MOL";"0";"16";"4";"1";"0";"223.1208";"-0.78";"NEUTRAL";"C12H17NO3";"CCN(CC)C(=O)c1ccc(O)c(OC)c1";"BQJODPIMMWWMFC-UHFFFAOYSA-N"
"CHEMBL1051";"LATANOPROST";"LATANOPROST|LATANOPROST (ISOPROPYL ESTER)|MONOPOST|PHXA-41|PHXA41|T-2345|T2345|XA-41|XA41|XELPROS|Xalatan";"Small molecule";"4.0";"432.60";"25";"64";"4.19";"86.99";"5";"3";"0";"13";"N";"0.25";"None";"None";"3.98";"3.98";"1";"MOL";"0";"31";"5";"3";"0";"432.2876";"1.18";"NEUTRAL";"C26H40O5";"CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O";"GGXICVAJURFBLW-CEYXHVGTSA-N"
"CHEMBL4297467";"PADNARSERTIB";"KPT 9274|KPT-9274|PADNARSERTIB|PAK4-IN-1";"Small molecule";"1.0";"610.64";"3";"4";"7.08";"101.46";"5";"2";"2";"7";"N";"0.19";"None";"6.45";"5.71";"5.66";"5";"MOL";"0";"45";"7";"3";"2";"610.2192";"-0.54";"NEUTRAL";"C35H29F3N4O3";"Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1";"MRFOPLWJZULAQD-SWGQDTFXSA-N"
"CHEMBL3137304";"DAGROCORAT";"DAGROCORAT|Dagrocorat|PF-00251802|PF-0251802|PF-802";"Small molecule";"2.0";"494.56";"2";"16";"6.16";"62.22";"3";"2";"1";"4";"N";"0.46";"11.24";"5.20";"5.80";"5.80";"3";"MOL";"0";"36";"4";"2";"1";"494.2181";"0.11";"NEUTRAL";"C29H29F3N2O2";"Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1";"QJJBNCHSWFGXML-KEKPKEOLSA-N"
"CHEMBL4597193";"VALEMETOSTAT";"VALEMETOSTAT";"Small molecule";"2.0";"488.03";"3";"4";"4.49";"83.66";"5";"2";"0";"5";"N";"0.65";"11.65";"10.20";"3.53";"0.93";"2";"MOL";"0";"34";"7";"2";"0";"487.2238";"-0.67";"BASE";"C26H34ClN3O4";"Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1";"SSDRNUPMYCFXGM-UYPAYLBCSA-N"
"CHEMBL2103849";"UDENAFIL";"DA-8159|UDENAFIL|ZYDENA";"Small molecule";"3.0";"516.67";"1";"1";"2.83";"122.21";"8";"2";"1";"11";"N";"0.40";"7.55";"8.50";"1.44";"1.20";"3";"MOL";"0";"36";"10";"2";"1";"516.2519";"-1.17";"NEUTRAL";"C25H36N6O4S";"CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1";"IYFNEFQTYQPVOC-UHFFFAOYSA-N"
"CHEMBL498485";"ICARITIN";"ICARITIN|SGN-162|SGN162";"Small molecule";"3.0";"368.39";"16";"50";"4.09";"100.13";"6";"3";"0";"4";"N";"0.60";"6.22";"None";"4.33";"3.06";"3";"MOL";"0";"27";"6";"3";"0";"368.1260";"1.78";"ACID";"C21H20O6";"COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1";"TUUXBSASAQJECY-UHFFFAOYSA-N"
"CHEMBL253376";"BROMHEXINE";"BROMHEXINE|FLUIBRON";"Small molecule";"4.0";"376.14";"130";"588";"4.56";"29.26";"2";"1";"0";"3";"N";"0.78";"None";"9.23";"4.42";"2.59";"1";"MOL";"0";"18";"2";"2";"0";"373.9993";"-1.04";"BASE";"C14H20Br2N2";"CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1";"OJGDCBLYJGHCIH-UHFFFAOYSA-N"
"CHEMBL1144";"PRAVASTATIN";"C10AA03|PRAVASTATIN|PRAVATOR|Pravachol|Pravastatin";"Small molecule";"4.0";"424.53";"156";"1448";"2.44";"124.29";"6";"4";"0";"10";"N";"0.40";"4.21";"None";"1.65";"-1.38";"0";"MOL";"0";"30";"7";"4";"0";"424.2461";"2.18";"ACID";"C23H36O7";"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21";"TUZYXOIXSAXUGO-PZAWKZKUSA-N"
"CHEMBL877";"TRANEXAMIC ACID";"AMCHA|CL 65336|CL-65336|CYCLO-F|CYCLOCAPRON|CYCLOKAPRON|CYKLO-F HEAVY PERIOD RELIEF|Cyklokapron|ESPERCIL|EXACYL|FEMSTRUAL|HAEMATRIX|LB-1148|LB1148|LYSTEDA|MENSTRALITE|NSC-291305|RIKAVARIN|RP-18429|TRANEXAMIC ACID|TRANS AMCHA|TRANS-AMCHA|TRANSAMIN|Trans AMCHA";"Small molecule";"4.0";"157.21";"122";"673";"0.84";"63.32";"2";"2";"0";"2";"N";"0.62";"4.56";"10.22";"-1.55";"-1.55";"0";"MOL";"0";"11";"3";"3";"0";"157.1103";"0.00";"ZWITTERION";"C8H15NO2";"NC[C@H]1CC[C@H](C(=O)O)CC1";"GYDJEQRTZSCIOI-LJGSYFOKSA-N"
"CHEMBL5095169";"BLU-945";"BLU-945|BLU945";"Small molecule";"1.0";"556.71";"6";"48";"4.32";"100.55";"9";"1";"1";"8";"N";"0.43";"13.19";"6.60";"3.73";"3.67";"3";"MOL";"0";"39";"9";"1";"1";"556.2632";"-0.36";"NEUTRAL";"C28H37FN6O3S";"CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F";"LIMFPAAAIVQRRD-BCGVJQADSA-N"
"CHEMBL1200381";"ARGININE HYDROCHLORIDE";"ARGININE HCL|ARGININE HYDROCHLORIDE|L-ARGININE HCL|L-ARGININE HYDROCHLORIDE|NSC-203450|NSC-7914|R-gene 10";"Small molecule";"4.0";"210.66";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"210.0884";"None";"None";"C6H15ClN4O2";"Cl.N=C(N)NCCC[C@H](N)C(=O)O";"KWTQSFXGGICVPE-WCCKRBBISA-N"
"CHEMBL1118";"DESVENLAFAXINE";"D-VENIZ|DESVENLAFAXINE|KHEDEZLA|MDD-XR|NEWVEN|O-DESMETHYLVENLAFAXINE|ODV|Pristiq";"Small molecule";"4.0";"263.38";"23";"68";"2.73";"43.70";"3";"2";"0";"4";"N";"0.88";"10.11";"8.87";"2.29";"1.07";"1";"MOL";"0";"19";"3";"2";"0";"263.1885";"0.44";"BASE";"C16H25NO2";"CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1";"KYYIDSXMWOZKMP-UHFFFAOYSA-N"
"CHEMBL88712";"VELIFLAPON";"BAY X 1005|BAY-X-005|BAY-X-1005|DG-031|VELIFLAPON";"Small molecule";"3.0";"361.44";"8";"14";"5.17";"59.42";"3";"1";"1";"6";"N";"0.66";"4.09";"3.07";"4.73";"1.95";"3";"MOL";"0";"27";"4";"1";"1";"361.1678";"-0.53";"ACID";"C23H23NO3";"O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1";"ZEYYDOLCHFETHQ-JOCHJYFZSA-N"
"CHEMBL1200365";"AMINOHIPPURATE SODIUM";".RHO.-AMINOHIPPURIC ACID SODIUM SALT|AMINOHIPPURATE SODIUM|MONOSODIUM P-AMINOHIPPURATE|P-AMINOHIPPURATE|P-AMINOHIPPURATE SODIUM|PARA-AMINOHIPPURATE SODIUM [INJECTION]|SODIUM P-AMINOHIPPURATE";"Small molecule";"4.0";"216.17";"";"";"0.08";"92.42";"3";"3";"0";"3";"N";"0.59";"2.70";"4.24";"-1.01";"-3.60";"1";"MOL";"0";"14";"5";"4";"0";"194.0691";"-0.60";"ACID";"C9H9N2NaO3";"Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+]";"UNZMYCAEMNVPHX-UHFFFAOYSA-M"
"CHEMBL306043";"GOLD SODIUM THIOMALATE";"AUROTHIOMALATE|AUROTHIOMALATE DISODIUM|AUROTHIOMALATE SODIUM|CHRYSOTHIOS|GOLD SODIUM THIOMALATE|KIDON|MIOCRISINA|MYOCHRYSIN|MYOCRISIN|Myochrysine|SHIOSOL|SODIUM AUROTHIOMALATE|TAUREDON";"Small molecule";"4.0";"346.11";"112";"631";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"345.9574";"None";"None";"C4H5AuO4S";"";""
"CHEMBL2104523";"CINITAPRIDE";"CINITAPRIDE|PAXAPRIDE";"Small molecule";"3.0";"402.50";"1";"2";"3.13";"110.73";"6";"2";"0";"7";"N";"0.31";"13.62";"9.74";"2.79";"0.48";"1";"MOL";"0";"29";"8";"3";"0";"402.2267";"-1.32";"BASE";"C21H30N4O4";"CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1";"ZDLBNXXKDMLZMF-UHFFFAOYSA-N"
"CHEMBL3833367";"SATRAPLATIN";"BMS-182751|BMY-45594|JM-216|NSC-744226|SATRAPLATIN";"Small molecule";"3.0";"500.28";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"499.0605";"None";"None";"C10H22Cl2N2O4Pt";"";""
"CHEMBL1617";"RIFAXIMIN";"L-105|NORMIX|NSC-758957|RIFAMYCIN L 105|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXANTA|XIFAXSAN|Xifaxan";"Small molecule";"4.0";"785.89";"102";"606";"6.16";"198.38";"13";"5";"3";"2";"N";"0.11";"6.42";"5.88";"4.59";"3.93";"4";"MOL";"0";"57";"14";"5";"3";"785.3524";"1.64";"ACID";"C43H51N3O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"NZCRJKRKKOLAOJ-XRCRFVBUSA-N"
"CHEMBL1195";"PROPOXYCAINE";"PROPOXYCAINE|Propoxycaine";"Small molecule";"4.0";"294.40";"13";"19";"2.56";"64.79";"5";"1";"0";"9";"N";"0.56";"None";"8.96";"2.60";"1.03";"1";"MOL";"0";"21";"5";"2";"0";"294.1943";"-1.01";"BASE";"C16H26N2O3";"CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC";"CAJIGINSTLKQMM-UHFFFAOYSA-N"
"CHEMBL1229517";"VEMURAFENIB";"PLX-4032|PLX4032|RG 7204|RG-7204|RO 5185426|RO-51-85426|RO-5185426|VEMURAFENIB|ZELBORAF";"Small molecule";"4.0";"489.93";"335";"641";"5.54";"91.92";"4";"2";"1";"7";"N";"0.33";"8.87";"2.30";"4.62";"4.61";"4";"MOL";"0";"33";"6";"2";"1";"489.0725";"-1.38";"NEUTRAL";"C23H18ClF2N3O3S";"CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F";"GPXBXXGIAQBQNI-UHFFFAOYSA-N"
"CHEMBL284906";"NICORANDIL";"IKOREL|NICORANDIL|SG-75|SIGMART";"Small molecule";"4.0";"211.18";"39";"74";"0.02";"94.36";"5";"1";"0";"5";"N";"0.42";"13.81";"3.62";"-0.16";"-0.16";"1";"MOL";"0";"15";"7";"1";"0";"211.0593";"-1.66";"NEUTRAL";"C8H9N3O4";"O=C(NCCO[N+](=O)[O-])c1cccnc1";"LBHIOVVIQHSOQN-UHFFFAOYSA-N"
"CHEMBL986";"RETINOL";"AROVIT|Aquasol A|NEPALM|NSC-122759|OLEOVITAMIN A|RETINOL|RETINOL (VIT A)|RETINOL ACETATE|RETINOL PALMITATE|RO-A-VIT|Retinol|VITAMIN A|VITAMIN A OIL|Vitamin A|Vitamin A 1|Vitamin a solubilized";"Small molecule";"4.0";"286.46";"111";"1636";"5.51";"20.23";"1";"1";"1";"5";"N";"0.66";"None";"None";"4.69";"4.69";"0";"MOL";"0";"21";"1";"1";"1";"286.2297";"2.61";"NEUTRAL";"C20H30O";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1";"FPIPGXGPPPQFEQ-OVSJKPMPSA-N"
"CHEMBL1314";"TIOPRONIN";"ACADIONE|CAPTIMER|NSC-760416|THIOLA|THIOLA EC|TIOPRONIN|Tiopronin";"Small molecule";"4.0";"163.20";"27";"1528";"-0.49";"66.40";"3";"3";"0";"3";"N";"0.49";"3.86";"None";"-0.53";"-3.77";"0";"MOL";"0";"10";"4";"2";"0";"163.0303";"-0.01";"ACID";"C5H9NO3S";"CC(S)C(=O)NCC(=O)O";"YTGJWQPHMWSCST-UHFFFAOYSA-N"
"CHEMBL606";"MISOPROSTOL";"Cytotec|MISOPROSTOL|MYSODELLE|SC-29333|TOPOGYNE";"Small molecule";"4.0";"382.54";"24";"111";"3.95";"83.83";"5";"2";"0";"13";"N";"0.29";"None";"None";"3.86";"3.86";"0";"MOL";"0";"27";"5";"2";"0";"382.2719";"1.41";"NEUTRAL";"C22H38O5";"CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC";"OJLOPKGSLYJEMD-URPKTTJQSA-N"
"CHEMBL4297369";"CP1-1189";"CP1-1189|CPI-1189";"Small molecule";"2.0";"234.30";"2";"9";"2.17";"58.20";"2";"2";"0";"2";"Y";"0.82";"13.74";"None";"1.34";"1.34";"1";"MOL";"0";"17";"4";"2";"0";"234.1368";"-1.46";"NEUTRAL";"C13H18N2O2";"CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1";"DJKNRCWSXSZACF-UHFFFAOYSA-N"
"CHEMBL12420";"N,N-DIMETHYLTRYPTAMINE";"N,N-DIMETHYLTRYPTAMINE";"Small molecule";"1.0";"188.27";"19";"55";"2.27";"19.03";"1";"1";"0";"3";"Y";"0.78";"None";"9.55";"2.30";"0.17";"2";"MOL";"0";"14";"2";"1";"0";"188.1313";"-0.34";"BASE";"C12H16N2";"CN(C)CCc1c[nH]c2ccccc12";"DMULVCHRPCFFGV-UHFFFAOYSA-N"
"CHEMBL483158";"ALISERTIB";"ALISERTIB|Alisertib|MLN 8237|MLN-8237|MLN8237";"Small molecule";"3.0";"518.93";"387";"1540";"5.75";"105.93";"7";"2";"2";"6";"N";"0.33";"4.28";"3.01";"5.50";"2.74";"4";"MOL";"0";"37";"8";"2";"2";"518.1157";"-0.76";"ACID";"C27H20ClFN4O4";"COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O";"ZLHFILGSQDJULK-UHFFFAOYSA-N"
"CHEMBL847";"OXAMNIQUINE";"NSC-352888|OXAMNIQUINE|OXAMNIQUINUM|UK-4261|UK-4271|Vansil";"Small molecule";"4.0";"279.34";"28";"69";"1.81";"87.43";"5";"3";"0";"5";"N";"0.56";"None";"9.89";"1.57";"-0.85";"1";"MOL";"0";"20";"6";"3";"0";"279.1583";"-0.22";"BASE";"C14H21N3O3";"CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1";"XCGYUJZMCCFSRP-UHFFFAOYSA-N"
"CHEMBL3707232";"FERROUS SUCCINATE";"CEREVON|FERRLECIT 2|FERROMYN|FERROUS SUCCINATE|IRON SUCCINATE (FE(O4C4H4))";"Small molecule";"4.0";"171.92";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"171.9459";"None";"None";"C4H4FeO4";"";""
"CHEMBL5095213";"FOSGONIMETON SODIUM";"ATH-1017 sodium|ATH1017|FOSGONIMETON SODIUM|NDX-1017 sodium|NDX1017";"Small molecule";"3.0";"606.63";"";"";"2.46";"197.15";"6";"6";"2";"20";"N";"0.10";"1.79";"None";"2.27";"-0.84";"1";"MOL";"0";"40";"12";"7";"3";"584.2975";"0.02";"ACID";"C27H44N4NaO8P";"CCCCCC(=O)N[C@@H](Cc1ccc(OP(=O)([O-])O)cc1)C(=O)N[C@H](C(=O)NCCCCCC(N)=O)[C@@H](C)CC.[Na+]";"FKDVTTURUVVCAT-HEGDDJOISA-M"
"CHEMBL4297201";"CHROMIUM PICOLINATE";"CHROMIUM PICOLINATE";"Small molecule";"1.0";"417.25";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"418.0131";"None";"None";"C18H12CrN3O6";"";""
"CHEMBL5095170";"BMS-986299";"BMS-986299";"Small molecule";"1.0";"349.40";"";"";"2.45";"116.58";"5";"3";"0";"4";"N";"0.52";"9.57";"5.10";"1.12";"1.11";"4";"MOL";"0";"26";"8";"4";"0";"349.1651";"-1.58";"NEUTRAL";"C18H19N7O";"CCN(Cc1nc2c(N)nc3cc(-c4cc[nH]n4)ccc3c2[nH]1)C(C)=O";"UHNRLQRZRNKOKU-UHFFFAOYSA-N"
"CHEMBL5095235";"EZM-0414";"EZM-0414|EZM0414";"Small molecule";"1.0";"400.50";"13";"41";"2.82";"68.44";"3";"2";"0";"3";"N";"0.83";"None";"7.76";"1.84";"1.33";"2";"MOL";"0";"29";"6";"2";"0";"400.2275";"-1.27";"NEUTRAL";"C22H29FN4O2";"CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1";"PGNLXEBQMQHFNK-SJORKVTESA-N"
